user_id,household_size,num_adults,num_children,location_type,life_stage,employment_status,monthly_household_income,income_stability,credit_score,total_debt,monthly_debt_payments,rent_or_mortgage,savings_goal_monthly,has_health_insurance,financial_goal_type,emergency_fund_months,savings_rate_percentage,debt_to_income_ratio,housing_cost_ratio,monthly_savings_actual,financial_health_score,optimization_priority
e9dbe455-15e4-4e72-9df0-e2cc92a604b8,6,2,4,suburban,established_family,employed,11606,stable,764,198627.99,3443.47,3264.45,1067.43,True,retirement,0.0,-1.72,29.67,28.13,-200.01,15,critical
4d3aa96b-5aca-4977-bbbe-61658dd93a28,2,2,0,rural,retiree,retired,4323,stable,359,19897.97,987.92,648.45,265.32,True,other,2.29,12.14,22.85,15.0,524.92,53,medium
566d9ca1-1e79-4a45-85e2-9363ed2211dd,1,1,0,rural,retiree,retired,2841,seasonal,313,336.96,6.29,426.15,323.51,True,other,11.43,42.19,0.22,15.0,1198.7,99,none
9812a10e-d252-4d95-a934-cd040dab1b2b,6,2,4,urban,established_family,employed,10464,stable,639,18039.35,368.5,2914.8,1454.15,True,retirement,2.49,14.09,3.52,27.86,1474.88,75,low
471eeec9-7612-465b-9741-690939ebb9f2,1,1,0,urban,young_professional,employed,6422,stable,658,64611.72,1788.81,1803.31,1083.05,False,emergency_fund,1.38,7.77,27.85,28.08,498.92,38,high
26829c61-7cda-489e-bcf8-7e8c26d87946,1,1,0,urban,young_professional,employed,6135,stable,492,82318.34,3471.84,1503.52,708.16,True,emergency_fund,0.0,-27.01,56.59,24.51,-1656.87,0,critical
d0aa3cba-8cbb-4886-ba69-fd22cf4c8524,4,2,2,urban,established_family,employed,8674,variable,574,21968.78,730.73,4068.77,623.95,False,retirement,0.0,-2.65,8.42,46.91,-229.82,32,high
869e6c72-5ba5-4079-a6db-7ce60b5ceaed,1,1,0,urban,young_professional,employed,5880,stable,471,41373.54,607.75,2386.8,702.31,True,emergency_fund,0.17,0.88,10.34,40.59,51.59,38,high
a4794793-d85d-4478-af54-a89ad7347c5d,4,2,2,urban,young_family,employed,7305,variable,645,64225.15,2599.43,2301.12,1214.31,True,home,0.0,-16.61,35.58,31.5,-1213.11,0,critical
7d7a2545-2948-4cb5-9184-6cbd261f8718,4,2,2,suburban,young_family,employed,7364,variable,651,68126.79,1946.57,2219.54,1141.24,True,home,0.0,-10.31,26.43,30.14,-759.26,3,critical
980dc22b-0085-4b7e-b4bf-13fe355aea1b,4,2,2,urban,young_family,employed,7838,stable,535,135697.92,3384.98,1418.13,990.76,True,home,0.0,-20.08,43.19,18.09,-1573.96,0,critical
b3081270-7436-4bc4-8eef-e7a7776a0106,4,2,2,urban,young_family,employed,6255,stable,542,222129.72,9570.89,2076.68,716.14,False,home,0.0,-152.62,153.01,33.2,-9546.22,0,critical
f51da21c-5661-4a99-a362-aefef85fae1f,1,1,0,rural,young_professional,employed,3472,stable,453,83919.51,2155.08,1034.45,574.47,True,emergency_fund,0.0,-58.47,62.07,29.79,-2030.12,0,critical
e7d4fd0b-9459-4c4e-8791-bfdf21b995e3,4,2,2,suburban,established_family,employed,14472,stable,628,324402.17,13427.69,6033.74,1994.14,True,retirement,0.0,-73.85,92.78,41.69,-10687.61,0,critical
5f14f3ce-175a-4649-8d78-ca12945abd5c,3,2,1,urban,young_family,employed,6728,stable,606,155627.69,6022.62,3172.69,617.31,True,home,0.0,-68.34,89.52,47.16,-4597.78,0,critical
b67b753a-9726-46dd-bbf3-b59d4284be2a,5,2,3,urban,established_family,employed,8561,stable,649,67777.0,2404.45,4280.5,860.08,True,retirement,0.0,-27.75,28.09,50.0,-2375.7,1,critical
5d713bdf-a762-4fee-b3de-56da7b52dc98,1,1,0,urban,retiree,retired,5487,stable,503,11204.96,409.0,1063.94,419.42,True,other,8.9,29.77,7.45,19.39,1633.62,93,none
799a8e52-4208-4d2b-8eb4-7324d170a4b6,1,1,0,suburban,young_professional,employed,5368,stable,463,20317.07,342.7,2126.35,542.53,True,emergency_fund,1.52,7.93,6.38,39.61,425.62,58,medium
5c2aff69-84f9-470d-88e8-32c5ae8f4b4d,3,2,1,suburban,young_family,employed,8403,variable,529,49275.42,1829.48,3329.79,1662.16,True,home,0.0,-6.19,21.77,39.63,-520.54,14,critical
58522f7a-c568-41bb-803e-0600a2e84856,1,1,0,urban,young_professional,employed,6781,stable,635,74260.22,1620.38,1628.78,1006.38,True,emergency_fund,4.92,23.7,23.9,24.02,1607.29,75,low
f79d396e-3483-4320-ade7-b04828f97dd1,3,2,1,urban,young_family,employed,9386,variable,658,175343.81,2913.42,2742.06,810.7,True,home,1.53,10.11,31.04,29.21,948.9,40,medium
b142d5eb-41d3-4a91-8fac-4b033fd5dc55,1,1,0,suburban,young_professional,employed,5687,stable,433,41859.46,1486.74,1371.98,1037.38,True,emergency_fund,0.47,2.6,26.14,24.12,147.85,27,high
31481eff-6670-4109-90f3-7ff5032a4cff,1,1,0,rural,young_professional,employed,5367,stable,425,111596.56,1474.07,1096.96,586.58,False,emergency_fund,3.04,16.2,27.47,20.44,869.62,59,medium
d011bf18-dceb-4184-aaba-0fcd5160bbfd,3,2,1,suburban,young_family,employed,6537,stable,413,10925.83,173.72,2013.55,1241.11,True,home,1.5,7.74,2.66,30.8,505.76,61,low
4d8885c9-38d1-4fe9-a320-5e432e7246c4,2,2,0,rural,empty_nesters,employed,7770,stable,583,65595.16,2428.43,2594.24,1316.26,False,retirement,0.0,-5.62,31.25,33.39,-436.52,6,critical
93ae0b8a-fa60-4340-b5b0-7e9be8d1840f,1,1,0,suburban,young_professional,employed,5988,stable,502,31728.1,1185.32,1435.01,445.2,True,emergency_fund,4.23,20.57,19.79,23.96,1231.78,76,low
dfb1fe4f-c78c-4c92-b6fa-97f4d791a310,6,2,4,suburban,established_family,employed,8275,variable,477,153023.72,6072.78,2016.34,795.21,True,retirement,0.0,-78.4,73.39,24.37,-6487.25,0,critical
04e610ea-430e-4b1d-9509-4d6fcd424129,5,2,3,rural,established_family,employed,8062,stable,717,142800.41,6889.87,1681.97,964.39,True,retirement,0.0,-51.95,85.46,20.86,-4188.18,0,critical
bb996231-8149-411f-9dae-56e4de0a6014,1,1,0,urban,retiree,retired,4682,stable,529,17613.09,198.3,1019.78,474.95,True,other,14.47,46.7,4.24,21.78,2186.38,96,none
9456c1c6-d7e8-4c6c-a921-b4efac98a5d2,3,2,1,suburban,young_family,employed,6302,variable,591,53804.09,2448.63,2507.55,1202.84,True,home,0.0,-22.4,38.85,39.79,-1411.62,0,critical
57d5aa8d-6af9-4e1d-bc22-4bdc39f716b6,1,1,0,urban,young_professional,employed,6530,stable,593,75475.58,779.91,2843.74,1113.6,True,emergency_fund,1.34,7.42,11.94,43.55,484.51,52,medium
d9c7b889-7378-4591-a7b8-15d28c911bc5,2,2,0,urban,empty_nesters,employed,12996,variable,799,237470.89,4200.71,4904.52,1131.98,True,retirement,2.3,14.96,32.32,37.74,1943.65,50,medium
6842d76d-846f-4013-a83e-349d60bfeac7,1,1,0,urban,young_professional,employed,6048,stable,476,117605.56,2598.93,907.2,358.67,True,emergency_fund,2.7,16.01,42.97,15.0,968.22,43,medium
be85d747-75d8-490d-822c-15aa5721ed59,4,2,2,urban,young_family,employed,9143,stable,601,69200.84,804.7,2993.91,1280.08,True,home,3.04,17.59,8.8,32.75,1608.62,78,low
4eb29c3c-e0f0-42cb-9bd5-5ad0d1820e63,5,2,3,rural,established_family,employed,9249,variable,547,321802.54,8749.26,2918.15,690.58,False,retirement,0.0,-93.96,94.6,31.55,-8689.98,0,critical
b91206c5-411b-40c4-963d-9034d2d0dfab,4,2,2,suburban,young_family,employed,8566,variable,572,63808.76,1240.43,2059.53,1035.41,True,home,3.4,19.25,14.48,24.04,1648.88,77,low
32421503-3037-4c05-8c62-622c4f367b6a,1,1,0,urban,young_professional,employed,6015,seasonal,597,12939.98,202.49,2839.27,336.38,True,emergency_fund,6.22,31.85,3.37,47.2,1915.57,96,none
f7633e17-0454-4fe1-8d6c-cee179f02958,3,2,1,suburban,young_family,employed,6940,stable,489,42553.89,1945.28,1506.06,889.37,True,home,0.0,-5.07,28.03,21.7,-351.54,10,critical
d900c35f-6eb0-4cc2-8617-bed8c1da48dc,1,1,0,rural,retiree,retired,4364,stable,480,4870.03,54.39,1718.18,310.36,True,other,3.71,17.48,1.25,39.37,762.91,87,none
caf1302b-8340-4e4a-ac22-165169cabe87,2,2,0,urban,empty_nesters,employed,11098,variable,740,189488.87,2489.88,2619.96,1754.49,True,retirement,5.95,27.52,22.44,23.61,3053.72,79,low
4b906798-3a11-4908-9190-43a10658ed30,4,2,2,rural,established_family,employed,13290,variable,749,210778.04,5224.79,4236.31,2041.14,True,retirement,0.0,-2.84,39.31,31.88,-377.91,4,critical
994d98e5-a692-44b7-afbf-e348aa274be9,4,2,2,urban,young_family,employed,5754,stable,522,89761.11,3165.22,2221.77,987.47,True,home,0.0,-53.44,55.01,38.61,-3074.72,0,critical
48dcbc55-f1b6-4e8b-9a2d-515a8b9a1db5,2,2,0,urban,empty_nesters,employed,8292,variable,682,217662.36,8202.87,1802.29,1507.3,True,retirement,0.0,-41.33,98.93,21.74,-3426.99,0,critical
8174d920-3a54-4623-bf4e-70c2036ad869,3,2,1,urban,young_family,employed,6026,stable,612,17926.62,316.04,1078.49,638.46,False,home,4.01,19.38,5.24,17.9,1167.98,88,none
754a3184-7193-439c-89a6-dc28674bc94f,4,2,2,urban,established_family,employed,10436,variable,686,177258.67,2468.62,2126.12,1165.22,False,retirement,2.94,17.53,23.65,20.37,1829.03,64,low
5d948e3f-cd1d-41b4-a30e-6f73c435a3ff,3,2,1,suburban,young_family,employed,9907,stable,741,125805.9,1880.76,3396.19,1715.57,True,home,3.84,22.92,18.98,34.28,2270.5,76,low
53c9881a-a570-46d7-8c05-e25f4459c467,1,1,0,urban,young_professional,employed,6911,stable,598,105448.32,4540.24,2004.14,1342.09,False,emergency_fund,0.0,-24.35,65.7,29.0,-1683.06,0,critical
4a6ccb34-ffe4-4fb9-9ac7-6a7ae67022d8,3,2,1,rural,young_family,employed,5929,variable,444,58422.56,1961.91,1526.92,863.94,True,home,0.0,-12.12,33.09,25.75,-718.33,0,critical
b4cc105b-f0a6-4a45-91e4-a3981492f38e,5,2,3,urban,established_family,employed,11035,seasonal,659,389449.67,15000.19,3336.59,1485.67,False,retirement,0.0,-112.77,135.93,30.24,-12444.34,0,critical
e8c426d9-1a32-4db2-9170-8883c320db22,1,1,0,suburban,young_professional,employed,5495,stable,473,24536.98,945.88,2080.64,612.95,True,emergency_fund,0.97,5.66,17.21,37.86,311.22,43,medium
3537242f-c1d3-4d74-bc08-a80fea51449f,2,2,0,urban,empty_nesters,employed,8530,stable,568,187674.29,5020.88,2468.82,567.24,True,retirement,0.0,-21.06,58.86,28.94,-1796.58,0,critical
f86d2ef8-adcf-40b7-a0e7-3a9fa3aac152,3,2,1,rural,young_family,employed,5618,stable,449,50271.66,1359.65,842.7,1109.51,True,home,0.34,2.02,24.2,15.0,113.22,28,high
ecffd809-11e2-4819-b7f5-539656124a92,1,1,0,rural,young_professional,employed,6715,seasonal,439,101549.32,3636.06,1841.21,434.51,True,emergency_fund,0.0,-21.71,54.15,27.42,-1457.78,0,critical
392fc1a5-a66f-4577-8f1a-9baf000529b2,4,2,2,urban,young_family,employed,8288,stable,581,211480.72,7548.91,2235.74,1407.0,True,home,0.0,-64.05,91.08,26.98,-5308.26,0,critical
660480be-b93d-463a-b297-a1d31ad3eba2,6,2,4,suburban,established_family,employed,13355,seasonal,821,173053.15,3806.28,2510.5,1818.62,True,retirement,3.22,20.63,28.5,18.8,2755.53,65,low
8fa31073-59c4-4f47-8d4b-32b1b125d616,2,2,0,suburban,retiree,retired,3010,stable,435,19067.07,603.67,671.84,228.47,False,other,0.0,-18.4,20.06,22.32,-553.73,9,critical
33e84282-26e5-44bf-8b5e-1f56656d861b,1,1,0,urban,young_professional,employed,6668,stable,554,98898.06,2931.04,1152.6,376.76,False,emergency_fund,1.74,10.57,43.96,17.29,704.73,29,high
3685ea78-189f-4144-b800-79d574aa1c93,2,2,0,rural,retiree,retired,3088,stable,329,1168.13,33.02,531.02,424.2,True,other,3.51,14.39,1.07,17.2,444.34,81,none
ea8cfd44-791d-43ba-8eb9-652dd8884ed0,3,2,1,suburban,young_family,employed,9488,variable,623,132823.74,1895.07,1423.2,1438.42,True,home,4.48,20.36,19.97,15.0,1931.94,77,low
8b079b98-eea1-444d-bc43-1e69d47d9a94,4,2,2,urban,young_family,employed,9338,stable,658,274887.46,12483.37,2539.57,687.51,True,home,0.0,-102.18,133.68,27.2,-9541.16,0,critical
1dc9985e-36e7-49dd-8ffb-ccb7a14bfa2e,3,2,1,rural,young_family,employed,5337,stable,452,188853.64,6529.18,1777.62,284.16,True,home,0.0,-107.35,122.34,33.31,-5729.26,0,critical
bc51205f-8678-4252-b5f9-c45fd2ac1455,3,2,1,urban,young_family,employed,5891,variable,453,163177.4,6279.13,1786.33,884.32,True,home,0.0,-81.44,106.59,30.32,-4797.84,0,critical
b2809f07-b77d-464c-b771-3dc7fe6ecaaa,1,1,0,suburban,young_professional,employed,4977,stable,470,152982.82,4511.61,1317.45,828.74,True,emergency_fund,0.0,-54.17,90.65,26.47,-2695.98,0,critical
3fd55a3f-6fac-400c-b7e6-71e9b817c2aa,4,2,2,urban,young_family,employed,6843,variable,612,126489.3,2053.36,2053.5,1315.75,True,home,0.0,-13.67,30.01,30.01,-935.22,0,critical
c8ca5224-5c79-45ad-aadf-d8259b809cd1,1,1,0,rural,young_professional,employed,4168,stable,428,14827.37,214.87,1408.67,588.11,True,emergency_fund,4.85,23.79,5.16,33.8,991.7,91,none
0e681788-ecdc-4eec-a682-861ff50cbe6f,2,2,0,suburban,empty_nesters,employed,10177,stable,742,107684.72,3297.36,2441.59,1638.49,True,retirement,3.9,21.95,32.4,23.99,2233.61,64,low
4c28246e-fc82-47f4-a551-024237e1e6a7,4,2,2,suburban,young_family,employed,5790,stable,389,97232.87,1093.6,1639.87,848.76,True,home,0.0,-3.82,18.89,28.32,-221.27,21,high
b52ca189-632b-412d-88ac-c4e714df2d31,1,1,0,urban,young_professional,employed,6620,variable,548,152598.77,1602.31,2311.88,720.78,True,emergency_fund,3.29,18.91,24.2,34.92,1251.89,67,low
f16d9080-87d3-4a14-afdf-af896ab29598,1,1,0,suburban,retiree,retired,4429,variable,441,20277.36,596.68,791.74,361.35,True,other,6.44,27.15,13.47,17.88,1202.42,87,none
e7c14d53-0d94-4031-b7cd-20c79a1f9e72,4,2,2,urban,young_family,employed,6953,stable,553,216743.66,5173.18,2180.34,357.63,True,home,0.0,-62.56,74.4,31.36,-4349.61,0,critical
a1e6e1a7-690b-4dd1-9ee5-0a4e784b2a85,2,2,0,urban,empty_nesters,employed,12045,seasonal,767,273525.85,3966.27,5417.71,1859.19,False,retirement,0.0,-2.34,32.93,44.98,-282.14,11,critical
01c295cc-72ba-44d5-9023-442c4e7588d4,6,2,4,suburban,established_family,employed,14356,variable,850,474762.63,18221.19,5247.87,2159.56,False,retirement,0.0,-105.06,126.92,36.56,-15082.56,0,critical
6dba9409-1285-4df8-80d7-923ed665b527,1,1,0,rural,young_professional,employed,5495,stable,487,54278.58,850.28,824.25,396.46,True,emergency_fund,8.7,32.46,15.47,15.0,1783.72,85,none
27accef0-3194-478f-8b41-fcc6f42da471,4,2,2,urban,young_family,employed,5091,stable,378,135455.85,5860.55,2027.75,385.52,True,home,0.0,-140.43,115.12,39.83,-7149.22,0,critical
71663bd5-f8f1-49e4-919b-c44814e62ce9,2,2,0,urban,empty_nesters,employed,12141,stable,692,318606.89,13142.13,4074.8,1614.31,True,retirement,0.0,-60.2,108.25,33.56,-7309.28,0,critical
f6eb1d9d-2e3a-407e-ac02-9eef1b4c7691,3,2,1,urban,young_family,employed,7916,stable,612,173994.97,6123.93,2007.18,904.38,True,home,0.0,-38.74,77.36,25.36,-3066.34,0,critical
3f69980c-30b3-4d7e-b6f5-333c2e65fee0,5,2,3,suburban,established_family,employed,14504,stable,850,136678.76,4168.16,2927.16,2143.64,True,retirement,3.7,21.96,28.74,20.18,3184.41,66,low
76184259-ad19-413a-9bc2-5f25f4a2d503,1,1,0,suburban,young_professional,employed,6356,stable,613,85569.5,1172.88,2992.98,806.87,True,emergency_fund,0.0,-3.38,18.45,47.09,-215.07,22,high
5ed5a129-5fb7-4b10-91d4-5b64adb0beae,4,2,2,urban,established_family,employed,13167,stable,815,72274.5,2287.08,4329.68,1745.64,True,retirement,3.84,22.12,17.37,32.88,2913.08,77,low
b53d421c-965a-4bd4-ac1a-2d31f343132c,4,2,2,suburban,young_family,employed,8102,stable,687,289040.21,4279.51,3247.17,1487.48,True,home,0.0,-37.66,52.82,40.08,-3051.01,0,critical
b11ef4c5-3e41-4bad-b1a4-f2cd2a03be74,3,2,1,rural,young_family,employed,6096,stable,528,102850.45,3713.52,1815.83,511.06,False,home,0.0,-42.61,60.92,29.79,-2597.5,0,critical
e7d9d453-4d9e-43aa-8a2c-06f8df22f2e3,2,2,0,rural,empty_nesters,employed,8959,stable,670,35983.22,1116.01,3083.04,818.32,True,retirement,4.59,22.89,12.46,34.41,2051.06,84,none
fe223bbc-30bc-49cd-907f-3e665394eda9,2,2,0,urban,empty_nesters,employed,12165,stable,815,66747.92,3191.01,2884.37,810.43,True,retirement,7.9,37.85,26.23,23.71,4604.67,76,low
7bb8559c-da9e-4b06-8a09-daca5be0a8c1,1,1,0,suburban,young_professional,employed,4863,stable,550,40416.93,1072.43,1135.41,688.46,True,emergency_fund,3.83,21.39,22.05,23.35,1040.01,73,low
340d1fd9-ae72-4df0-b9e7-f7a7373cc473,1,1,0,suburban,young_professional,employed,5813,stable,621,92249.09,2469.91,2643.8,1131.98,True,emergency_fund,0.0,-19.86,42.49,45.48,-1154.68,0,critical
0b5de332-82ee-469f-8e66-61d822771584,3,2,1,urban,young_family,employed,8422,variable,396,203386.63,6752.65,2533.84,1498.36,False,home,0.0,-73.76,80.18,30.09,-6211.73,0,critical
2629b32d-6950-49d2-9481-918a1d02ef32,5,2,3,suburban,established_family,employed,8361,stable,579,235307.47,10484.64,2878.08,1178.96,False,retirement,0.0,-127.43,125.4,34.42,-10654.49,0,critical
bd958a0a-b750-4491-89d2-1ad07dc7064f,3,2,1,suburban,young_family,employed,9758,stable,688,109089.48,3796.1,3684.36,619.18,True,home,0.0,-7.94,38.9,37.76,-774.4,0,critical
d5b5ccab-4dfe-4af7-9873-24ac023e9f10,3,2,1,urban,young_family,employed,8716,stable,697,109023.62,2135.19,4101.74,1742.64,True,home,0.0,-0.11,24.5,47.06,-9.38,22,high
fecb13f0-86df-42dc-9a92-3cccff19643e,4,2,2,rural,young_family,employed,8869,stable,512,172813.58,7306.43,2287.1,759.8,True,home,0.0,-61.6,82.38,25.79,-5462.94,0,critical
28a33545-2ce3-4a8c-a26d-989fd0bdbca6,2,2,0,urban,empty_nesters,employed,8564,seasonal,530,115760.75,4774.95,2584.92,1455.34,True,retirement,0.0,-14.28,55.76,30.18,-1222.9,0,critical
6104440c-55ce-4e85-99ee-8de4e7a506e1,2,2,0,suburban,empty_nesters,employed,9627,stable,470,212606.26,9062.62,1962.49,1273.38,True,retirement,0.0,-62.28,94.14,20.39,-5995.37,0,critical
f95946a9-965f-423a-ba06-5c49c1dac4e6,2,2,0,urban,empty_nesters,employed,11409,stable,754,182521.52,8075.68,4856.38,1231.94,True,retirement,0.0,-30.83,70.78,42.57,-3517.11,0,critical
f8cae733-0785-47ee-964a-d0e43c4cdaaf,4,2,2,rural,young_family,employed,9391,stable,641,226377.37,9157.07,1863.71,1193.59,True,home,0.0,-52.35,97.51,19.85,-4916.2,0,critical
f329612f-fead-4c88-a5c4-20220768652d,5,2,3,suburban,established_family,employed,8430,stable,522,223848.62,7645.05,3434.09,1533.18,True,retirement,0.0,-100.36,90.69,40.74,-8460.5,0,critical
8320f6ab-967c-487f-8b51-fcc7fae337f2,2,2,0,rural,empty_nesters,employed,7759,variable,544,110744.0,3024.27,1436.11,873.69,True,retirement,2.32,13.72,38.98,18.51,1064.2,41,medium
0c2726fb-38a2-49f6-a369-f5aa6c40aed5,4,2,2,urban,established_family,employed,12189,variable,850,149399.09,3349.14,5108.57,1632.48,True,retirement,1.02,7.57,27.48,41.91,922.48,37,high
3c904d7e-c0c6-4b53-bf84-c2dc7bdb6710,2,2,0,rural,empty_nesters,employed,12356,stable,723,264866.64,10305.76,4690.14,1005.14,True,retirement,0.0,-45.1,83.41,37.96,-5573.09,0,critical
ce561d6c-b7fd-4360-b00f-45707c8b0336,1,1,0,rural,young_professional,employed,3032,variable,477,46079.88,1392.86,955.38,374.44,True,emergency_fund,0.0,-32.57,45.94,31.51,-987.39,0,critical
d6847ff4-cd16-45cd-816b-d948f7df7fb5,2,2,0,rural,empty_nesters,employed,8296,stable,692,47577.73,1053.62,2638.38,1287.61,True,retirement,5.03,23.59,12.7,31.8,1956.63,85,none
980840fe-aaff-4be9-ad83-9e54db1195ca,4,2,2,suburban,young_family,employed,6253,stable,572,216565.29,6495.32,2434.01,1085.56,True,home,0.0,-95.67,103.88,38.93,-5982.06,0,critical
9ba7232c-c4f0-4bb6-8b8c-14bcb0726477,4,2,2,urban,established_family,employed,14595,stable,817,6996.79,224.36,5884.57,2177.57,True,retirement,7.3,36.08,1.54,40.32,5265.58,98,none
11f6477e-6fdd-49ee-ae6f-216e519eea3a,5,2,3,rural,established_family,employed,8047,stable,579,205788.3,8028.26,1747.09,816.73,True,retirement,0.0,-78.06,99.77,21.71,-6281.25,0,critical
e237fae6-1717-4ffa-aaca-b557ee46a143,1,1,0,urban,young_professional,employed,6557,stable,519,67532.04,712.55,1534.85,623.83,True,emergency_fund,12.86,46.89,10.87,23.41,3074.26,90,none
cbe4cff2-4b27-4fc5-81d7-f3826231910d,1,1,0,urban,retiree,retired,4400,stable,514,21672.15,1067.56,1203.5,402.71,True,other,0.79,4.67,24.26,27.35,205.3,34,high
689a5709-0f99-4096-91d2-a2c7b909f258,2,2,0,urban,empty_nesters,employed,8709,variable,685,116060.45,5165.01,2720.52,657.81,True,retirement,0.0,-12.52,59.31,31.24,-1090.03,0,critical
0e010cf3-4a21-4dec-92eb-f373e6fc6fa5,2,2,0,urban,empty_nesters,employed,8792,variable,593,255740.57,10562.5,3478.95,566.2,True,retirement,0.0,-90.54,120.14,39.57,-7960.63,0,critical
ec5fb937-bca2-4440-af3a-d11ad9196d87,2,2,0,urban,empty_nesters,employed,12631,stable,801,183005.99,5762.59,3176.55,1030.53,False,retirement,2.28,15.29,45.62,25.15,1931.4,38,high
696063fa-83fe-4702-94c9-a53cebb5de92,3,2,1,suburban,young_family,employed,8845,stable,632,307370.44,7024.93,2479.71,1642.49,True,home,0.0,-36.26,79.42,28.04,-3207.19,0,critical
1b86880c-5f09-495a-82ff-efd077e3518b,1,1,0,urban,young_professional,employed,6390,stable,586,143208.93,2794.69,2520.79,359.49,True,emergency_fund,0.0,-14.64,43.74,39.45,-935.37,0,critical
d5215dde-d6a8-462c-b97f-edaeb6774b1e,1,1,0,suburban,young_professional,employed,4188,seasonal,540,138799.05,2176.35,967.32,264.93,True,emergency_fund,0.0,-18.57,51.97,23.1,-777.62,0,critical
13139445-f4fd-40fc-a955-f8e5707399e0,2,2,0,urban,empty_nesters,employed,7342,stable,736,54087.68,1319.68,1105.52,717.42,True,retirement,11.78,46.39,17.97,15.06,3406.28,83,none
bf3deb9b-cd55-4155-a9bd-35b5e396d5f2,1,1,0,urban,retiree,retired,4586,seasonal,521,6714.71,178.23,1459.78,644.41,True,other,7.95,33.93,3.89,31.83,1556.12,96,none
7125ba6b-fdcd-473a-96ea-efe5ba1d8b31,1,1,0,suburban,young_professional,employed,6020,stable,408,49014.81,2129.0,1335.65,681.54,True,emergency_fund,0.0,-4.03,35.37,22.19,-242.78,5,critical
3f5373ca-de6e-4060-b2f9-8ee49864e8d4,3,2,1,suburban,young_family,employed,8527,stable,699,13740.02,261.48,2022.96,1487.51,True,home,8.82,35.45,3.07,23.72,3022.6,97,none
b1dfca7d-dec8-4e8b-9b0b-7e0d8a084b77,2,2,0,urban,empty_nesters,employed,8609,stable,648,40495.51,1520.35,2600.64,918.89,True,retirement,4.66,23.02,17.66,30.21,1981.46,79,low
49ead9b2-9244-4f21-9be7-ec1afeecb05f,1,1,0,rural,young_professional,employed,4428,stable,679,46020.54,1337.15,1411.21,377.57,True,emergency_fund,0.89,6.06,30.2,31.87,268.44,31,high
c38a8e66-1cd0-4977-ad21-56d68a41b531,3,2,1,urban,young_family,employed,8702,variable,673,253767.96,7278.96,1398.41,1107.57,True,home,0.0,-31.39,83.65,16.07,-2731.85,0,critical
edb6facf-d100-4806-bf49-2209f38f2200,1,1,0,rural,young_professional,employed,4008,stable,427,48422.61,1273.35,1039.09,765.97,True,emergency_fund,0.23,1.49,31.77,25.93,59.84,19,critical
eefc4921-73bc-4ac0-bada-2ae2fca5f9a4,2,2,0,suburban,retiree,retired,3330,stable,479,7715.84,88.31,499.5,423.13,False,other,5.77,28.75,2.65,15.0,957.26,96,none
