user_id,month_year,financial_stress_level,financial_health_score,optimization_priority,needs_emergency_fund,overspending_restaurants,overspending_entertainment,overspending_subscriptions,high_debt_burden,insufficient_savings,housing_cost_too_high,lifestyle_inflation_detected,irregular_savings_pattern,has_adequate_emergency_fund,healthy_savings_rate,controlled_discretionary_spending,low_debt_burden,overall_financial_health,needs_optimization,optimization_urgency,top_3_problem_areas
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-01,1,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-02,2,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-03,3,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-04,2,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-05,3,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-06,2,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-07,4,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
0f6bf826-a903-435d-bfe0-ae2da4cbcb82,2025-08,3,76,low,True,False,False,False,False,False,True,False,False,False,True,True,True,good,False,2,"['Needs Emergency Fund', 'High Housing Cost']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2024-10,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2024-10,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2024-11,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2024-12,10,0,critical,True,False,False,False,True,True,False,True,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-01,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-02,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-03,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-04,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-05,8,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-06,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-07,7,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
a7ea008e-b2c6-499d-87d0-dd33a7cc9337,2025-08,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2024-10,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2024-10,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2024-11,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2024-12,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-01,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-02,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-03,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-04,8,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-05,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-06,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-07,8,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
072108ed-da49-4391-bf02-5ce580d47d9f,2025-08,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
2f6d4516-a531-4068-8105-27d94d5803a3,2024-10,3,68,low,True,True,True,True,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)', 'Overspending (Entertainment)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2024-10,3,68,low,True,False,True,False,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Entertainment)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2024-11,2,68,low,True,False,False,False,False,False,False,False,False,False,False,False,True,good,False,3,['Needs Emergency Fund']
2f6d4516-a531-4068-8105-27d94d5803a3,2024-12,4,68,low,True,True,False,True,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2025-01,3,68,low,True,True,True,False,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)', 'Overspending (Entertainment)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2025-02,2,68,low,True,True,True,False,False,False,False,True,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)', 'Overspending (Entertainment)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2025-03,2,68,low,True,True,True,False,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)', 'Overspending (Entertainment)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2025-04,3,68,low,True,False,False,False,False,False,False,False,False,False,False,False,True,good,False,3,['Needs Emergency Fund']
2f6d4516-a531-4068-8105-27d94d5803a3,2025-05,3,68,low,True,True,True,False,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)', 'Overspending (Entertainment)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2025-06,2,68,low,True,True,False,False,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2025-07,1,68,low,True,True,False,False,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)']"
2f6d4516-a531-4068-8105-27d94d5803a3,2025-08,2,68,low,True,True,True,False,False,False,False,False,False,False,False,False,True,good,False,3,"['Needs Emergency Fund', 'Overspending (Restaurants)', 'Overspending (Entertainment)']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2024-10,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2024-10,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2024-11,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2024-12,8,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-01,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-02,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-03,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-04,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-05,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-06,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-07,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
419185c7-8416-47bf-8bbe-87a0dd7f5b7c,2025-08,7,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2024-10,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2024-10,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2024-11,10,0,critical,True,False,False,False,True,True,False,True,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2024-12,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-01,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-02,8,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-03,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-04,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-05,10,0,critical,True,False,False,False,True,True,False,True,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-06,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-07,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
cf173f79-2aaf-49a6-be29-6db7db285f76,2025-08,10,0,critical,True,False,False,False,True,True,False,True,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2024-10,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2024-10,10,0,critical,True,False,False,False,True,True,False,True,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2024-11,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2024-12,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2025-01,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2025-02,7,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2025-03,10,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
e047c53f-31ed-493b-94c0-aa01034f0816,2025-04,9,0,critical,True,False,False,False,True,True,False,False,False,False,False,True,False,critical,True,10,"['Needs Emergency Fund', 'High Debt Burden', 'Insufficient Savings']"
